path,item_type,recursive,file_count,bytes,action,category,reason,condition_or_destination
01_data/02_output/qc/pyfeat_v2_post_correction,directory,true,9,885218,keep,release_gate,Accepted corrected Detectorv2 QC; qc_summary.json is required by stage 5,Retain in place
01_data/02_output/qc/pyfeat_v2_actor01,directory,true,11,260057,archive,experiment,Actor-01 extraction and overlay QC subset,Archive under 01_data/03_archive/qc/
01_data/02_output/qc/pyfeat_v2_script_smoke,directory,true,9,3971,archive,experiment,Single-script extraction QC smoke output,Archive under 01_data/03_archive/qc/
01_data/02_output/qc/challis_smoothing_full_apply_smoke,directory,true,9,209242,archive,experiment,Full-apply smoothing smoke QC,Archive under 01_data/03_archive/qc/smoothing_smokes/
01_data/02_output/qc/challis_smoothing_optional_apply_smoke,directory,true,7,65367,archive,experiment,Optional-feature smoothing apply smoke QC,Archive under 01_data/03_archive/qc/smoothing_smokes/
01_data/02_output/qc/challis_smoothing_optional_smoke,directory,true,18,663517,archive,experiment,Optional-feature smoothing calibration smoke QC,Archive under 01_data/03_archive/qc/smoothing_smokes/
01_data/02_output/qc/challis_smoothing_parallel_smoke,directory,true,9,89431,archive,experiment,Parallel smoothing smoke QC,Archive under 01_data/03_archive/qc/smoothing_smokes/
01_data/02_output/qc/challis_smoothing_smoke,directory,true,19,293420,archive,experiment,General smoothing smoke QC,Archive under 01_data/03_archive/qc/smoothing_smokes/
01_data/02_output/qc/challis_smoothing/benchmark.json,file,false,1,934,archive,experiment,Development performance benchmark rather than scientific acceptance evidence,Archive under 01_data/03_archive/qc/challis_smoothing/
01_data/02_output/qc/challis_smoothing/checkpoints,directory,true,2452,55241476,delete,reproducible_cache,Per-trial cutoff-estimation checkpoints superseded by merged estimates and summaries,Delete only after archive hashes and retained merged outputs are verified
01_data/02_output/qc/challis_smoothing/clipping_by_file_column.csv,file,false,1,33854729,keep,canonical_smoothing_qc,Detailed clipping audit by trial and column,Retain in place
01_data/02_output/qc/challis_smoothing/clipping_stratified_summary.csv,file,false,1,6614,keep,canonical_smoothing_qc,Stratified clipping summary for methods and limitations reporting,Retain in place
01_data/02_output/qc/challis_smoothing/clipping_summary.csv,file,false,1,8975,keep,canonical_smoothing_qc,Aggregate clipping summary,Retain in place
01_data/02_output/qc/challis_smoothing/column_cutoff_estimates.csv.gz,file,false,1,54334015,keep,calibration_provenance,Merged column-level cutoff estimates from the full corpus,Retain in place
01_data/02_output/qc/challis_smoothing/cutoff_stratified_summary.csv,file,false,1,256344,keep,calibration_provenance,Stratified cutoff-estimation summary,Retain in place
01_data/02_output/qc/challis_smoothing/cutoff_summary.csv,file,false,1,5826,keep,calibration_provenance,Aggregate cutoff-estimation summary,Retain in place
01_data/02_output/qc/challis_smoothing/estimation_errors.csv,file,false,1,60,keep,calibration_provenance,Error ledger demonstrating calibration completion,Retain in place
01_data/02_output/qc/challis_smoothing/invalid_estimates.csv,file,false,1,6340588,keep,calibration_provenance,Audit of excluded or invalid per-column estimates,Retain in place
01_data/02_output/qc/challis_smoothing/master_cutoffs.json,file,false,1,17067,keep,calibration_provenance,Generated calibration artifact corresponding to the tracked approved profile,Retain in place; 02_code/config/master_cutoffs_v2.json remains authoritative
01_data/02_output/qc/challis_smoothing/plots,directory,true,4,333987,keep,canonical_smoothing_qc,Calibration diagnostic plots useful for the paper and visual QC,Retain in place
01_data/02_output/qc/challis_smoothing/smoothing_checkpoints,directory,true,2452,152323041,delete,reproducible_cache,Per-trial smoothing resume caches superseded by final CSVs and run validation,Delete only after final smoothed inventory and protected archive hashes are verified
01_data/02_output/qc/challis_smoothing/smoothing_errors.csv,file,false,1,72,keep,release_qc,Canonical smoothing failure ledger,Retain in place
01_data/02_output/qc/challis_smoothing/smoothing_run_manifest.json,file,false,1,999,keep,release_gate,Required by stage 5 packaging and identifies the approved configuration,Retain in place
01_data/02_output/qc/challis_smoothing/smoothing_validation.csv,file,false,1,6097852,keep,canonical_smoothing_qc,Per-file smoothing validation results,Retain in place
01_data/02_output/qc/challis_smoothing/video_cutoff_estimates.csv,file,false,1,25692288,keep,calibration_provenance,Per-video cutoff estimates supporting master cutoff selection,Retain in place
